time,viewers,date,channels,name,id,rownum,星期
20:00:00,390395,2018-10-12,8768,Call of Duty: Black Ops 4,41087,1,6
20:00:00,171985,2018-10-12,11854,Fortnite,8375,2,6
20:00:00,132098,2018-10-12,761,Just Chatting,46369,3,6
20:00:00,99904,2018-10-12,2942,League of Legends,2,4,6
20:00:00,63884,2018-10-12,927,FIFA 19,43416,5,6
20:00:00,58750,2018-10-12,227,Hearthstone,5,6,6
20:00:00,55405,2018-10-12,1764,Counter-Strike: Global Offensive,3,7,6
20:00:00,47894,2018-10-12,828,Dota 2,6,8,6
20:00:00,42989,2018-10-12,427,Rocket League,14,9,6
20:00:00,42315,2018-10-12,76,Casino,46214,10,6
20:00:00,320998,2018-10-13,7361,Call of Duty: Black Ops 4,41087,1,7
20:00:00,190361,2018-10-13,15138,Fortnite,8375,2,7
20:00:00,133705,2018-10-13,3137,League of Legends,2,3,7
20:00:00,129155,2018-10-13,1053,Dota 2,6,4,7
20:00:00,68517,2018-10-13,813,Just Chatting,46369,5,7
20:00:00,60378,2018-10-13,255,Hearthstone,5,6,7
20:00:00,52614,2018-10-13,473,Rocket League,14,7,7
20:00:00,51103,2018-10-13,1571,World of Warcraft,79,8,7
20:00:00,44663,2018-10-13,1760,Counter-Strike: Global Offensive,3,9,7
20:00:00,42524,2018-10-13,808,FIFA 19,43416,10,7
20:00:00,305927,2018-10-14,6691,Call of Duty: Black Ops 4,41087,1,1
20:00:00,172088,2018-10-14,13910,Fortnite,8375,2,1
20:00:00,117897,2018-10-14,2948,League of Legends,2,3,1
20:00:00,97879,2018-10-14,861,Dota 2,6,4,1
20:00:00,91980,2018-10-14,1640,Counter-Strike: Global Offensive,3,5,1
20:00:00,71839,2018-10-14,207,Hearthstone,5,6,1
20:00:00,64263,2018-10-14,65,Casino,46214,7,1
20:00:00,57968,2018-10-14,2790,World of Warcraft,79,8,1
20:00:00,56256,2018-10-14,459,Rocket League,14,9,1
20:00:00,48036,2018-10-14,840,FIFA 19,43416,10,1
20:00:00,251495,2018-10-15,5643,Call of Duty: Black Ops 4,41087,1,2
20:00:00,221375,2018-10-15,10147,Fortnite,8375,2,2
20:00:00,157122,2018-10-15,2996,League of Legends,2,3,2
20:00:00,89219,2018-10-15,891,Dota 2,6,4,2
20:00:00,82260,2018-10-15,717,Just Chatting,46369,5,2
20:00:00,59248,2018-10-15,814,FIFA 19,43416,6,2
20:00:00,58844,2018-10-15,1498,Counter-Strike: Global Offensive,3,7,2
20:00:00,52266,2018-10-15,2353,World of Warcraft,79,8,2
20:00:00,49870,2018-10-15,76,Casino,46214,9,2
20:00:00,41653,2018-10-15,763,Grand Theft Auto V,24,10,2
20:00:00,221523,2018-10-16,8272,Fortnite,8375,1,3
20:00:00,213296,2018-10-16,4918,Call of Duty: Black Ops 4,41087,2,3
20:00:00,144008,2018-10-16,2642,League of Legends,2,3,3
20:00:00,81660,2018-10-16,1550,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,4,3
20:00:00,76360,2018-10-16,955,Dota 2,6,5,3
20:00:00,74635,2018-10-16,76,Casino,46214,6,3
20:00:00,71405,2018-10-16,740,Just Chatting,46369,7,3
20:00:00,66896,2018-10-16,1792,World of Warcraft,79,8,3
20:00:00,63759,2018-10-16,1545,Counter-Strike: Global Offensive,3,9,3
20:00:00,37253,2018-10-16,569,FIFA 19,43416,10,3
20:00:00,218763,2018-10-17,4857,Call of Duty: Black Ops 4,41087,1,4
20:00:00,150278,2018-10-17,8563,Fortnite,8375,2,4
20:00:00,147690,2018-10-17,2786,League of Legends,2,3,4
20:00:00,74975,2018-10-17,883,Dota 2,6,4,4
20:00:00,69775,2018-10-17,1544,Counter-Strike: Global Offensive,3,5,4
20:00:00,68658,2018-10-17,772,Just Chatting,46369,6,4
20:00:00,68080,2018-10-17,3102,World of Warcraft,79,7,4
20:00:00,62718,2018-10-17,788,FIFA 19,43416,8,4
20:00:00,49187,2018-10-17,90,Casino,46214,9,4
20:00:00,46503,2018-10-17,731,Grand Theft Auto V,24,10,4
20:00:00,218392,2018-10-18,4518,Call of Duty: Black Ops 4,41087,1,5
20:00:00,144239,2018-10-18,9203,Fortnite,8375,2,5
20:00:00,133752,2018-10-18,2874,League of Legends,2,3,5
20:00:00,82415,2018-10-18,1547,Counter-Strike: Global Offensive,3,4,5
20:00:00,76745,2018-10-18,988,FIFA 19,43416,5,5
20:00:00,63783,2018-10-18,908,Dota 2,6,6,5
20:00:00,62042,2018-10-18,726,Just Chatting,46369,7,5
20:00:00,60591,2018-10-18,2608,World of Warcraft,79,8,5
20:00:00,59072,2018-10-18,37,Garry's Mod,66,9,5
20:00:00,52130,2018-10-18,78,Casino,46214,10,5
20:00:00,270590,2018-10-19,11825,Fortnite,8375,1,6
20:00:00,168721,2018-10-19,4453,Call of Duty: Black Ops 4,41087,2,6
20:00:00,104218,2018-10-19,3097,League of Legends,2,3,6
20:00:00,89216,2018-10-19,908,Just Chatting,46369,4,6
20:00:00,73210,2018-10-19,914,FIFA 19,43416,5,6
20:00:00,58589,2018-10-19,1508,World of Warcraft,79,6,6
20:00:00,55932,2018-10-19,1733,Counter-Strike: Global Offensive,3,7,6
20:00:00,53997,2018-10-19,959,Dota 2,6,8,6
20:00:00,41685,2018-10-19,362,Hearthstone,5,9,6
20:00:00,38866,2018-10-19,96,Casino,46214,10,6
20:00:00,212201,2018-10-20,15491,Fortnite,8375,1,7
20:00:00,164431,2018-10-20,3206,League of Legends,2,2,7
20:00:00,142217,2018-10-20,922,Just Chatting,46369,3,7
20:00:00,116091,2018-10-20,5187,Call of Duty: Black Ops 4,41087,4,7
20:00:00,72738,2018-10-20,1165,Dota 2,6,5,7
20:00:00,63604,2018-10-20,1914,Counter-Strike: Global Offensive,3,6,7
20:00:00,51834,2018-10-20,843,FIFA 19,43416,7,7
20:00:00,33664,2018-10-20,1466,World of Warcraft,79,8,7
20:00:00,33323,2018-10-20,100,Battlerite Royale,45494,9,7
20:00:00,32442,2018-10-20,1750,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,10,7
20:00:00,236510,2018-10-21,14830,Fortnite,8375,1,1
20:00:00,196159,2018-10-21,3031,League of Legends,2,2,1
20:00:00,159995,2018-10-21,4675,Call of Duty: Black Ops 4,41087,3,1
20:00:00,73849,2018-10-21,736,Just Chatting,46369,4,1
20:00:00,61863,2018-10-21,939,Dota 2,6,5,1
20:00:00,61442,2018-10-21,1526,Counter-Strike: Global Offensive,3,6,1
20:00:00,61259,2018-10-21,2485,World of Warcraft,79,7,1
20:00:00,55210,2018-10-21,845,FIFA 19,43416,8,1
20:00:00,47722,2018-10-21,771,Grand Theft Auto V,24,9,1
20:00:00,35368,2018-10-21,79,Casino,46214,10,1
20:00:00,303593,2018-10-22,9895,Fortnite,8375,1,2
20:00:00,146593,2018-10-22,3934,Call of Duty: Black Ops 4,41087,2,2
20:00:00,116522,2018-10-22,3049,League of Legends,2,3,2
20:00:00,55937,2018-10-22,932,Dota 2,6,4,2
20:00:00,52954,2018-10-22,729,Just Chatting,46369,5,2
20:00:00,48664,2018-10-22,760,FIFA 19,43416,6,2
20:00:00,45823,2018-10-22,737,Grand Theft Auto V,24,7,2
20:00:00,44878,2018-10-22,290,Hearthstone,5,8,2
20:00:00,43688,2018-10-22,1489,Counter-Strike: Global Offensive,3,9,2
20:00:00,42000,2018-10-22,2147,World of Warcraft,79,10,2
20:00:00,215930,2018-10-23,8889,Fortnite,8375,1,3
20:00:00,128230,2018-10-23,3439,Call of Duty: Black Ops 4,41087,2,3
20:00:00,124976,2018-10-23,2857,League of Legends,2,3,3
20:00:00,109383,2018-10-23,889,Dota 2,6,4,3
20:00:00,77667,2018-10-23,207,Thronebreaker: The Witcher Tales,46395,5,3
20:00:00,67117,2018-10-23,823,Just Chatting,46369,6,3
20:00:00,59768,2018-10-23,1543,Counter-Strike: Global Offensive,3,7,3
20:00:00,57733,2018-10-23,1627,World of Warcraft,79,8,3
20:00:00,37489,2018-10-23,524,Marvel's Spider-Man,41905,9,3
20:00:00,37415,2018-10-23,721,Grand Theft Auto V,24,10,3
20:00:00,238092,2018-10-24,9573,Fortnite,8375,1,4
20:00:00,117561,2018-10-24,2930,League of Legends,2,2,4
20:00:00,110360,2018-10-24,3329,Call of Duty: Black Ops 4,41087,3,4
20:00:00,104107,2018-10-24,862,Dota 2,6,4,4
20:00:00,89906,2018-10-24,798,Just Chatting,46369,5,4
20:00:00,65896,2018-10-24,2901,World of Warcraft,79,6,4
20:00:00,47562,2018-10-24,677,Grand Theft Auto V,24,7,4
20:00:00,44995,2018-10-24,1453,Counter-Strike: Global Offensive,3,8,4
20:00:00,38378,2018-10-24,628,FIFA 19,43416,9,4
20:00:00,37571,2018-10-24,135,Thronebreaker: The Witcher Tales,46395,10,4
20:00:00,175777,2018-10-25,846,Dota 2,6,1,5
20:00:00,168462,2018-10-25,964,Red Dead Redemption 2,28264,2,5
20:00:00,153622,2018-10-25,8789,Fortnite,8375,3,5
20:00:00,112512,2018-10-25,2973,League of Legends,2,4,5
20:00:00,102172,2018-10-25,3205,Call of Duty: Black Ops 4,41087,5,5
20:00:00,65249,2018-10-25,1121,FIFA 19,43416,6,5
20:00:00,55068,2018-10-25,53,Garry's Mod,66,7,5
20:00:00,53828,2018-10-25,827,Just Chatting,46369,8,5
20:00:00,51544,2018-10-25,2459,World of Warcraft,79,9,5
20:00:00,38778,2018-10-25,200,Heroes of the Storm,18,10,5
20:00:00,294260,2018-10-26,11170,Fortnite,8375,1,6
20:00:00,281368,2018-10-26,7714,Red Dead Redemption 2,28264,2,6
20:00:00,109424,2018-10-26,3255,League of Legends,2,3,6
20:00:00,69805,2018-10-26,917,Just Chatting,46369,4,6
20:00:00,61719,2018-10-26,3122,Call of Duty: Black Ops 4,41087,5,6
20:00:00,59742,2018-10-26,873,Dota 2,6,6,6
20:00:00,54159,2018-10-26,881,FIFA 19,43416,7,6
20:00:00,52594,2018-10-26,76,StarCraft II,7206,8,6
20:00:00,43206,2018-10-26,203,Heroes of the Storm,18,9,6
20:00:00,42477,2018-10-26,1781,Counter-Strike: Global Offensive,3,10,6
20:00:00,323169,2018-10-27,14376,Fortnite,8375,1,7
20:00:00,190848,2018-10-27,6373,Red Dead Redemption 2,28264,2,7
20:00:00,132524,2018-10-27,3391,League of Legends,2,3,7
20:00:00,78040,2018-10-27,1077,Dota 2,6,4,7
20:00:00,74579,2018-10-27,899,Just Chatting,46369,5,7
20:00:00,55872,2018-10-27,95,StarCraft II,7206,6,7
20:00:00,52392,2018-10-27,1395,World of Warcraft,79,7,7
20:00:00,49194,2018-10-27,835,FIFA 19,43416,8,7
20:00:00,49151,2018-10-27,3450,Call of Duty: Black Ops 4,41087,9,7
20:00:00,45996,2018-10-27,9,Kirby Super Star,489,10,7
20:00:00,282922,2018-10-28,14005,Fortnite,8375,1,1
20:00:00,171285,2018-10-28,899,Dota 2,6,2,1
20:00:00,170083,2018-10-28,5438,Red Dead Redemption 2,28264,3,1
20:00:00,128145,2018-10-28,3230,League of Legends,2,4,1
20:00:00,117188,2018-10-28,1719,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,5,1
20:00:00,70229,2018-10-28,823,Just Chatting,46369,6,1
20:00:00,65879,2018-10-28,96,StarCraft II,7206,7,1
20:00:00,63168,2018-10-28,3282,Call of Duty: Black Ops 4,41087,8,1
20:00:00,58809,2018-10-28,3,Super Mario Bros.: The Lost Levels,1652,9,1
20:00:00,51248,2018-10-28,853,FIFA 19,43416,10,1
20:00:00,218115,2018-10-29,10089,Fortnite,8375,1,2
20:00:00,189001,2018-10-29,4492,Red Dead Redemption 2,28264,2,2
20:00:00,120211,2018-10-29,3079,League of Legends,2,3,2
20:00:00,96087,2018-10-29,970,Dota 2,6,4,2
20:00:00,83794,2018-10-29,788,Just Chatting,46369,5,2
20:00:00,70160,2018-10-29,1948,World of Warcraft,79,6,2
20:00:00,54060,2018-10-29,2933,Call of Duty: Black Ops 4,41087,7,2
20:00:00,46767,2018-10-29,93,Casino,46214,8,2
20:00:00,40024,2018-10-29,1561,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,9,2
20:00:00,35728,2018-10-29,1641,Counter-Strike: Global Offensive,3,10,2
20:00:00,175686,2018-10-30,10147,Fortnite,8375,1,3
20:00:00,150089,2018-10-30,3727,Red Dead Redemption 2,28264,2,3
20:00:00,127243,2018-10-30,3072,League of Legends,2,3,3
20:00:00,118753,2018-10-30,925,Dota 2,6,4,3
20:00:00,79218,2018-10-30,2616,Call of Duty: Black Ops 4,41087,5,3
20:00:00,71071,2018-10-30,867,Just Chatting,46369,6,3
20:00:00,60082,2018-10-30,1710,Counter-Strike: Global Offensive,3,7,3
20:00:00,57457,2018-10-30,517,Call of Cthulhu - The Video Game,9427,8,3
20:00:00,54328,2018-10-30,1490,World of Warcraft,79,9,3
20:00:00,48793,2018-10-30,1564,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,10,3
20:00:00,216390,2018-10-31,9162,Fortnite,8375,1,4
20:00:00,132975,2018-10-31,2880,League of Legends,2,2,4
20:00:00,112327,2018-10-31,1158,Just Chatting,46369,3,4
20:00:00,104211,2018-10-31,2514,Call of Duty: Black Ops 4,41087,4,4
20:00:00,91848,2018-10-31,3199,Red Dead Redemption 2,28264,5,4
20:00:00,59727,2018-10-31,918,Dota 2,6,6,4
20:00:00,57348,2018-10-31,1496,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,7,4
20:00:00,53554,2018-10-31,1559,Counter-Strike: Global Offensive,3,8,4
20:00:00,52279,2018-10-31,2456,World of Warcraft,79,9,4
20:00:00,42141,2018-10-31,112,Casino,46214,10,4
20:00:00,191303,2018-11-01,9958,Fortnite,8375,1,5
20:00:00,166665,2018-11-01,4649,Fallout 76,43381,2,5
20:00:00,122684,2018-11-01,2630,League of Legends,2,3,5
20:00:00,105625,2018-11-01,546,FIFA 19,43416,4,5
20:00:00,99632,2018-11-01,932,Dota 2,6,5,5
20:00:00,86167,2018-11-01,2553,Call of Duty: Black Ops 4,41087,6,5
20:00:00,84354,2018-11-01,58,Garry's Mod,66,7,5
20:00:00,69844,2018-11-01,3003,Red Dead Redemption 2,28264,8,5
20:00:00,66818,2018-11-01,1772,Counter-Strike: Global Offensive,3,9,5
20:00:00,57437,2018-11-01,845,Just Chatting,46369,10,5
20:00:00,251192,2018-11-02,1342,World of Warcraft,79,1,6
20:00:00,199086,2018-11-02,11866,Fortnite,8375,2,6
20:00:00,182613,2018-11-02,1204,Overwatch,7410,3,6
20:00:00,172383,2018-11-02,1713,Counter-Strike: Global Offensive,3,4,6
20:00:00,103152,2018-11-02,3146,League of Legends,2,5,6
20:00:00,80613,2018-11-02,956,Just Chatting,46369,6,6
20:00:00,69031,2018-11-02,2901,Red Dead Redemption 2,28264,7,6
20:00:00,61722,2018-11-02,2731,Call of Duty: Black Ops 4,41087,8,6
20:00:00,53183,2018-11-02,72,StarCraft II,7206,9,6
20:00:00,49686,2018-11-02,647,FIFA 19,43416,10,6
20:00:00,204378,2018-11-03,1656,Overwatch,7410,1,7
20:00:00,171156,2018-11-03,1805,Counter-Strike: Global Offensive,3,2,7
20:00:00,157314,2018-11-03,15659,Fortnite,8375,3,7
20:00:00,141629,2018-11-03,3365,League of Legends,2,4,7
20:00:00,127374,2018-11-03,1228,World of Warcraft,79,5,7
20:00:00,69914,2018-11-03,3212,Red Dead Redemption 2,28264,6,7
20:00:00,68898,2018-11-03,3014,Call of Duty: Black Ops 4,41087,7,7
20:00:00,65188,2018-11-03,921,Just Chatting,46369,8,7
20:00:00,54521,2018-11-03,1198,Dota 2,6,9,7
20:00:00,50774,2018-11-03,199,Heroes of the Storm,18,10,7
20:00:00,342102,2018-11-04,17518,Fortnite,8375,1,1
20:00:00,180514,2018-11-04,964,Dota 2,6,2,1
20:00:00,143019,2018-11-04,3387,League of Legends,2,3,1
20:00:00,142503,2018-11-04,4418,Fallout 76,43381,4,1
20:00:00,75911,2018-11-04,942,FIFA 19,43416,5,1
20:00:00,73576,2018-11-04,818,Just Chatting,46369,6,1
20:00:00,63467,2018-11-04,1791,Counter-Strike: Global Offensive,3,7,1
20:00:00,60036,2018-11-04,2968,Red Dead Redemption 2,28264,8,1
20:00:00,56827,2018-11-04,2964,Call of Duty: Black Ops 4,41087,9,1
20:00:00,40059,2018-11-04,720,Grand Theft Auto V,24,10,1
20:00:00,272863,2018-11-05,9655,Fortnite,8375,1,2
20:00:00,164471,2018-11-05,3065,League of Legends,2,2,2
20:00:00,96044,2018-11-05,845,Just Chatting,46369,3,2
20:00:00,79799,2018-11-05,2434,Call of Duty: Black Ops 4,41087,4,2
20:00:00,69113,2018-11-05,946,Dota 2,6,5,2
20:00:00,68566,2018-11-05,2499,Red Dead Redemption 2,28264,6,2
20:00:00,67174,2018-11-05,1815,World of Warcraft,79,7,2
20:00:00,64794,2018-11-05,721,FIFA 19,43416,8,2
20:00:00,64283,2018-11-05,1875,Overwatch,7410,9,2
20:00:00,42164,2018-11-05,1623,Counter-Strike: Global Offensive,3,10,2
20:00:00,210444,2018-11-06,11257,Fortnite,8375,1,3
20:00:00,149845,2018-11-06,3108,League of Legends,2,2,3
20:00:00,133235,2018-11-06,1669,Counter-Strike: Global Offensive,3,3,3
20:00:00,80073,2018-11-06,875,Just Chatting,46369,4,3
20:00:00,66057,2018-11-06,446,Overkill's The Walking Dead,45961,5,3
20:00:00,65139,2018-11-06,944,Dota 2,6,6,3
20:00:00,59050,2018-11-06,1483,World of Warcraft,79,7,3
20:00:00,57890,2018-11-06,92,Casino,46214,8,3
20:00:00,53009,2018-11-06,2006,Fallout 76,43381,9,3
20:00:00,46432,2018-11-06,579,FIFA 19,43416,10,3
20:00:00,193719,2018-11-07,9029,Fortnite,8375,1,4
20:00:00,167705,2018-11-07,3218,League of Legends,2,2,4
20:00:00,139692,2018-11-07,1588,Counter-Strike: Global Offensive,3,3,4
20:00:00,85716,2018-11-07,826,Just Chatting,46369,4,4
20:00:00,62371,2018-11-07,514,Lost Ark Online,26317,5,4
20:00:00,60987,2018-11-07,104,Casino,46214,6,4
20:00:00,57949,2018-11-07,2240,Call of Duty: Black Ops 4,41087,7,4
20:00:00,55047,2018-11-07,2591,World of Warcraft,79,8,4
20:00:00,54000,2018-11-07,916,Dota 2,6,9,4
20:00:00,39910,2018-11-07,1513,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,10,4
20:00:00,227170,2018-11-08,9888,Fortnite,8375,1,5
20:00:00,151209,2018-11-08,3148,League of Legends,2,2,5
20:00:00,124018,2018-11-08,1582,Counter-Strike: Global Offensive,3,3,5
20:00:00,76858,2018-11-08,39,Garry's Mod,66,4,5
20:00:00,64550,2018-11-08,615,Battlefield V,41580,5,5
20:00:00,64506,2018-11-08,859,Just Chatting,46369,6,5
20:00:00,63800,2018-11-08,98,Casino,46214,7,5
20:00:00,61462,2018-11-08,681,FIFA 19,43416,8,5
20:00:00,59865,2018-11-08,283,Warframe,97,9,5
20:00:00,51662,2018-11-08,915,Dota 2,6,10,5
20:00:00,198474,2018-11-09,12127,Fortnite,8375,1,6
20:00:00,155498,2018-11-09,3302,League of Legends,2,2,6
20:00:00,139466,2018-11-09,963,Just Chatting,46369,3,6
20:00:00,127902,2018-11-09,555,Warframe,97,4,6
20:00:00,111002,2018-11-09,1751,Counter-Strike: Global Offensive,3,5,6
20:00:00,87581,2018-11-09,898,Battlefield V,41580,6,6
20:00:00,78707,2018-11-09,874,FIFA 19,43416,7,6
20:00:00,69242,2018-11-09,379,Rocket League,14,8,6
20:00:00,62763,2018-11-09,33,Chess,273,9,6
20:00:00,58034,2018-11-09,22,Special Events,46374,10,6
20:00:00,286891,2018-11-10,16756,Fortnite,8375,1,7
20:00:00,152303,2018-11-10,3538,League of Legends,2,2,7
20:00:00,142116,2018-11-10,1830,Counter-Strike: Global Offensive,3,3,7
20:00:00,133714,2018-11-10,590,Warframe,97,4,7
20:00:00,88034,2018-11-10,997,Just Chatting,46369,5,7
20:00:00,84184,2018-11-10,1178,Dota 2,6,6,7
20:00:00,71635,2018-11-10,397,Rocket League,14,7,7
20:00:00,70659,2018-11-10,48,Special Events,46374,8,7
20:00:00,58981,2018-11-10,2438,Call of Duty: Black Ops 4,41087,9,7
20:00:00,37140,2018-11-10,517,Lost Ark Online,26317,10,7
20:00:00,187634,2018-11-11,15958,Fortnite,8375,1,1
20:00:00,172340,2018-11-11,1729,Counter-Strike: Global Offensive,3,2,1
20:00:00,151036,2018-11-11,3367,League of Legends,2,3,1
20:00:00,127104,2018-11-11,36,Special Events,46374,4,1
20:00:00,109748,2018-11-11,535,Warframe,97,5,1
20:00:00,108297,2018-11-11,336,Rocket League,14,6,1
20:00:00,84590,2018-11-11,2612,Call of Duty: Black Ops 4,41087,7,1
20:00:00,74973,2018-11-11,863,Just Chatting,46369,8,1
20:00:00,64771,2018-11-11,934,Dota 2,6,9,1
20:00:00,54202,2018-11-11,834,FIFA 19,43416,10,1
20:00:00,236372,2018-11-12,13514,Fortnite,8375,1,2
20:00:00,199478,2018-11-12,3176,League of Legends,2,2,2
20:00:00,81554,2018-11-12,525,Warframe,97,3,2
20:00:00,78627,2018-11-12,995,Dota 2,6,4,2
20:00:00,72823,2018-11-12,2237,Call of Duty: Black Ops 4,41087,5,2
20:00:00,61842,2018-11-12,617,Battlefield V,41580,6,2
20:00:00,61743,2018-11-12,885,Just Chatting,46369,7,2
20:00:00,55847,2018-11-12,653,FIFA 19,43416,8,2
20:00:00,51030,2018-11-12,1833,World of Warcraft,79,9,2
20:00:00,44596,2018-11-12,1655,Overwatch,7410,10,2
20:00:00,199478,2018-11-13,9807,Fortnite,8375,1,3
20:00:00,141165,2018-11-13,2546,League of Legends,2,2,3
20:00:00,104603,2018-11-13,916,Just Chatting,46369,3,3
20:00:00,75956,2018-11-13,465,Warframe,97,4,3
20:00:00,73841,2018-11-13,1750,Counter-Strike: Global Offensive,3,5,3
20:00:00,61688,2018-11-13,939,Dota 2,6,6,3
20:00:00,51647,2018-11-13,1787,Call of Duty: Black Ops 4,41087,7,3
20:00:00,50683,2018-11-13,1465,World of Warcraft,79,8,3
20:00:00,49458,2018-11-13,1394,Fallout 76,43381,9,3
20:00:00,33402,2018-11-13,1240,Spyro Reignited Trilogy,42279,10,3
20:00:00,209167,2018-11-14,9472,Fortnite,8375,1,4
20:00:00,150425,2018-11-14,2793,League of Legends,2,2,4
20:00:00,102631,2018-11-14,3163,Fallout 76,43381,3,4
20:00:00,85492,2018-11-14,888,Just Chatting,46369,4,4
20:00:00,78700,2018-11-14,461,Warframe,97,5,4
20:00:00,74339,2018-11-14,1589,Counter-Strike: Global Offensive,3,6,4
20:00:00,60629,2018-11-14,526,Battlefield V,41580,7,4
20:00:00,52603,2018-11-14,2445,World of Warcraft,79,8,4
20:00:00,52097,2018-11-14,931,Dota 2,6,9,4
20:00:00,48637,2018-11-14,662,FIFA 19,43416,10,4
20:00:00,188739,2018-11-15,9970,Fortnite,8375,1,5
20:00:00,142072,2018-11-15,2863,League of Legends,2,2,5
20:00:00,91383,2018-11-15,956,Just Chatting,46369,3,5
20:00:00,80467,2018-11-15,39,Garry's Mod,66,4,5
20:00:00,75872,2018-11-15,765,FIFA 19,43416,5,5
20:00:00,70323,2018-11-15,436,Warframe,97,6,5
20:00:00,68021,2018-11-15,2416,Fallout 76,43381,7,5
20:00:00,65908,2018-11-15,930,Dota 2,6,8,5
20:00:00,54928,2018-11-15,1674,Counter-Strike: Global Offensive,3,9,5
20:00:00,50560,2018-11-15,2069,World of Warcraft,79,10,5
20:00:00,1227,2018-11-16,65,Brawlhalla,517,1,6
20:00:00,1211,2018-11-16,27,Knight Online,4084,2,6
20:00:00,1196,2018-11-16,130,Monster Hunter World,34285,3,6
20:00:00,1148,2018-11-16,5,Danganronpa V3: Killing Harmony,18710,4,6
20:00:00,1147,2018-11-16,14,Eternal,25037,5,6
20:00:00,1049,2018-11-16,35,Food & Drink,46371,6,6
20:00:00,1048,2018-11-16,233,PUBG MOBILE,42616,7,6
20:00:00,1025,2018-11-16,118,Diablo III: Reaper of Souls,32,8,6
20:00:00,1016,2018-11-16,24,Crusader Kings II,247,9,6
20:00:00,991,2018-11-16,52,Makers & Crafting,46379,10,6
20:00:00,1335,2018-11-17,86,RuneScape,19,1,7
20:00:00,1332,2018-11-17,12,Always On,37390,2,7
20:00:00,1291,2018-11-17,20,Celeste,24027,3,7
20:00:00,1286,2018-11-17,30,The Legend of Zelda: Ocarina of Time,55,4,7
20:00:00,1271,2018-11-17,64,Quake Champions,32244,5,7
20:00:00,1236,2018-11-17,77,The Legend of Zelda: A Link to the Past,307,6,7
20:00:00,1215,2018-11-17,152,Dark Souls III,8159,7,7
20:00:00,1201,2018-11-17,83,Forza Horizon 4,43641,8,7
20:00:00,1189,2018-11-17,2,Resident Evil 2 (1998),313,9,7
20:00:00,1169,2018-11-17,205,Euro Truck Simulator 2,112,10,7
20:00:00,193862,2018-11-18,16511,Fortnite,8375,1,1
20:00:00,156831,2018-11-18,4981,League of Legends,2,2,1
20:00:00,156570,2018-11-18,1201,Tom Clancy's Rainbow Six: Siege,8417,3,1
20:00:00,100154,2018-11-18,1765,Counter-Strike: Global Offensive,3,4,1
20:00:00,76291,2018-11-18,914,"Pokemon: Let's Go, Pikachu!/Eevee!",43322,5,1
20:00:00,73826,2018-11-18,966,Just Chatting,46369,6,1
20:00:00,69907,2018-11-18,2065,Call of Duty: Black Ops 4,41087,7,1
20:00:00,67744,2018-11-18,987,FIFA 19,43416,8,1
20:00:00,58335,2018-11-18,919,Dota 2,6,9,1
20:00:00,57899,2018-11-18,105,Casino,46214,10,1
20:00:00,324,2018-11-19,19,Mobile Legends: Bang bang,28722,1,2
20:00:00,323,2018-11-19,16,Infestation: The New Z,20925,2,2
20:00:00,321,2018-11-19,8,The Jackbox Party Pack 3,27169,3,2
20:00:00,321,2018-11-19,85,Marvel's Spider-Man,41905,4,2
20:00:00,320,2018-11-19,52,Hunt: Showdown,37840,5,2
20:00:00,320,2018-11-19,32,Splatoon 2,30640,6,2
20:00:00,316,2018-11-19,39,Kingdom Hearts HD I.5 + II.5 Remix,28533,7,2
20:00:00,316,2018-11-19,76,God of War,432,8,2
20:00:00,310,2018-11-19,31,Pokémon Ultra Sun/Ultra Moon,34662,9,2
20:00:00,309,2018-11-19,3,Return of the Obra Dinn,10862,10,2
20:00:00,236932,2018-11-20,12988,Fortnite,8375,1,3
20:00:00,170774,2018-11-20,3032,League of Legends,2,2,3
20:00:00,102750,2018-11-20,1036,Dota 2,6,3,3
20:00:00,93119,2018-11-20,1494,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,4,3
20:00:00,74892,2018-11-20,722,"Pokemon: Let's Go, Pikachu!/Eevee!",43322,5,3
20:00:00,74736,2018-11-20,939,Just Chatting,46369,6,3
20:00:00,46376,2018-11-20,1676,Counter-Strike: Global Offensive,3,7,3
20:00:00,45265,2018-11-20,1363,World of Warcraft,79,8,3
20:00:00,44471,2018-11-20,1313,Fallout 76,43381,9,3
20:00:00,44352,2018-11-20,116,Casino,46214,10,3
20:00:00,255398,2018-11-21,15315,Fortnite,8375,1,4
20:00:00,175657,2018-11-21,3217,League of Legends,2,2,4
20:00:00,111177,2018-11-21,986,Dota 2,6,3,4
20:00:00,89627,2018-11-21,971,Just Chatting,46369,4,4
20:00:00,72030,2018-11-21,674,"Pokemon: Let's Go, Pikachu!/Eevee!",43322,5,4
20:00:00,65095,2018-11-21,109,Casino,46214,6,4
20:00:00,48486,2018-11-21,1777,Overwatch,7410,7,4
20:00:00,46011,2018-11-21,2006,Call of Duty: Black Ops 4,41087,8,4
20:00:00,45440,2018-11-21,2467,World of Warcraft,79,9,4
