time,viewers,date,channels,name,id,rownum,星期
20:00:00,115693,2018-07-12,1603,League of Legends,2,2,5
20:00:00,79028,2018-07-12,418,Islands of Nyne: Battle Royale,33267,3,5
20:00:00,76857,2018-07-12,1165,IRL,29791,4,5
20:00:00,57166,2018-07-12,1472,Overwatch,7410,5,5
20:00:00,54005,2018-07-12,716,Grand Theft Auto V,24,6,5
20:00:00,46920,2018-07-12,1326,World of Warcraft,79,7,5
20:00:00,45805,2018-07-12,805,Dota 2,6,8,5
20:00:00,41253,2018-07-12,2282,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,9,5
20:00:00,39789,2018-07-12,305,Hearthstone,5,10,5
20:00:00,286173,2018-07-13,15807,Fortnite,8375,1,6
20:00:00,148367,2018-07-13,2128,League of Legends,2,2,6
20:00:00,118491,2018-07-13,2350,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,3,6
20:00:00,94648,2018-07-13,1250,IRL,29791,4,6
20:00:00,38663,2018-07-13,789,Grand Theft Auto V,24,5,6
20:00:00,37623,2018-07-13,871,Dota 2,6,6,6
20:00:00,36742,2018-07-13,1127,World of Warcraft,79,7,6
20:00:00,35629,2018-07-13,1525,Overwatch,7410,8,6
20:00:00,32158,2018-07-13,1149,Tom Clancy's Rainbow Six: Siege,8417,9,6
20:00:00,31738,2018-07-13,322,Hearthstone,5,10,6
20:00:00,441478,2018-07-14,15319,Fortnite,8375,1,7
20:00:00,130979,2018-07-14,2243,League of Legends,2,2,7
20:00:00,98653,2018-07-14,1142,World of Warcraft,79,3,7
20:00:00,92343,2018-07-14,1189,IRL,29791,4,7
20:00:00,84218,2018-07-14,890,Dota 2,6,5,7
20:00:00,54009,2018-07-14,1503,Overwatch,7410,6,7
20:00:00,45010,2018-07-14,2363,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,7,7
20:00:00,31174,2018-07-14,826,Grand Theft Auto V,24,8,7
20:00:00,27931,2018-07-14,288,Hearthstone,5,9,7
20:00:00,26758,2018-07-14,277,Heroes of the Storm,18,10,7
20:00:00,228575,2018-07-15,14798,Fortnite,8375,1,1
20:00:00,151220,2018-07-15,2124,League of Legends,2,2,1
20:00:00,127418,2018-07-15,2374,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,3,1
20:00:00,99926,2018-07-15,1238,World of Warcraft,79,4,1
20:00:00,88887,2018-07-15,1061,IRL,29791,5,1
20:00:00,46079,2018-07-15,821,Grand Theft Auto V,24,6,1
20:00:00,43568,2018-07-15,785,Dota 2,6,7,1
20:00:00,34638,2018-07-15,1510,Overwatch,7410,8,1
20:00:00,31292,2018-07-15,1418,Counter-Strike: Global Offensive,3,9,1
20:00:00,31069,2018-07-15,31,Earthfall,30695,10,1
20:00:00,326038,2018-07-16,16658,Fortnite,8375,1,2
20:00:00,115485,2018-07-16,6,Home Run Derby VR,44621,2,2
20:00:00,111944,2018-07-16,2304,League of Legends,2,3,2
20:00:00,111936,2018-07-16,2379,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,4,2
20:00:00,91359,2018-07-16,1169,IRL,29791,5,2
20:00:00,53867,2018-07-16,845,Dota 2,6,6,2
20:00:00,51382,2018-07-16,919,Grand Theft Auto V,24,7,2
20:00:00,38675,2018-07-16,1527,Counter-Strike: Global Offensive,3,8,2
20:00:00,38182,2018-07-16,326,Hearthstone,5,9,2
20:00:00,31064,2018-07-16,1606,Overwatch,7410,10,2
20:00:00,295386,2018-07-17,16256,Fortnite,8375,1,3
20:00:00,112375,2018-07-17,1302,IRL,29791,2,3
20:00:00,106135,2018-07-17,2302,League of Legends,2,3,3
20:00:00,79092,2018-07-17,1223,World of Warcraft,79,4,3
20:00:00,75239,2018-07-17,2243,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,5,3
20:00:00,53918,2018-07-17,869,Grand Theft Auto V,24,6,3
20:00:00,50913,2018-07-17,828,Dota 2,6,7,3
20:00:00,42936,2018-07-17,314,Hearthstone,5,8,3
20:00:00,42123,2018-07-17,1586,Overwatch,7410,9,3
20:00:00,28897,2018-07-17,1358,Counter-Strike: Global Offensive,3,10,3
20:00:00,272257,2018-07-18,16284,Fortnite,8375,1,4
20:00:00,129933,2018-07-18,2408,League of Legends,2,2,4
20:00:00,82142,2018-07-18,1740,World of Warcraft,79,3,4
20:00:00,81414,2018-07-18,324,Hearthstone,5,4,4
20:00:00,71495,2018-07-18,1221,IRL,29791,5,4
20:00:00,57622,2018-07-18,2627,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,6,4
20:00:00,55191,2018-07-18,855,Dota 2,6,7,4
20:00:00,48240,2018-07-18,903,Grand Theft Auto V,24,8,4
20:00:00,44148,2018-07-18,366,Realm Royale,42565,9,4
20:00:00,35302,2018-07-18,1647,Overwatch,7410,10,4
20:00:00,211166,2018-07-19,17417,Fortnite,8375,1,5
20:00:00,118991,2018-07-19,2396,League of Legends,2,2,5
20:00:00,79499,2018-07-19,362,Realm Royale,42565,3,5
20:00:00,73309,2018-07-19,1102,IRL,29791,4,5
20:00:00,62223,2018-07-19,1400,World of Warcraft,79,5,5
20:00:00,58025,2018-07-19,1592,Counter-Strike: Global Offensive,3,6,5
20:00:00,54300,2018-07-19,2714,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,7,5
20:00:00,50344,2018-07-19,998,Grand Theft Auto V,24,8,5
20:00:00,46684,2018-07-19,869,Dota 2,6,9,5
20:00:00,43901,2018-07-19,320,Hearthstone,5,10,5
20:00:00,366328,2018-07-20,16918,Fortnite,8375,1,6
20:00:00,178546,2018-07-20,2357,League of Legends,2,2,6
20:00:00,105630,2018-07-20,1167,IRL,29791,3,6
20:00:00,95146,2018-07-20,2740,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,4,6
20:00:00,48974,2018-07-20,1273,World of Warcraft,79,5,6
20:00:00,47665,2018-07-20,1499,Counter-Strike: Global Offensive,3,6,6
20:00:00,45325,2018-07-20,1025,Grand Theft Auto V,24,7,6
20:00:00,43355,2018-07-20,864,Dota 2,6,8,6
20:00:00,40182,2018-07-20,307,Hearthstone,5,9,6
20:00:00,33422,2018-07-20,1615,Overwatch,7410,10,6
20:00:00,459941,2018-07-21,16514,Fortnite,8375,1,7
20:00:00,134303,2018-07-21,2313,League of Legends,2,2,7
20:00:00,132424,2018-07-21,1173,IRL,29791,3,7
20:00:00,129285,2018-07-21,1360,Counter-Strike: Global Offensive,3,4,7
20:00:00,88061,2018-07-21,2908,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,5,7
20:00:00,35323,2018-07-21,1250,World of Warcraft,79,6,7
20:00:00,35015,2018-07-21,985,Dota 2,6,7,7
20:00:00,34343,2018-07-21,1034,Grand Theft Auto V,24,8,7
20:00:00,30979,2018-07-21,1590,Overwatch,7410,9,7
20:00:00,27062,2018-07-21,242,Heroes of the Storm,18,10,7
20:00:00,294066,2018-07-22,18479,Fortnite,8375,1,1
20:00:00,171497,2018-07-22,2446,League of Legends,2,2,1
20:00:00,141334,2018-07-22,1598,Counter-Strike: Global Offensive,3,3,1
20:00:00,101153,2018-07-22,3073,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,4,1
20:00:00,71084,2018-07-22,1061,IRL,29791,5,1
20:00:00,66584,2018-07-22,1560,World of Warcraft,79,6,1
20:00:00,46997,2018-07-22,949,Dota 2,6,7,1
20:00:00,44396,2018-07-22,1666,Overwatch,7410,8,1
20:00:00,42405,2018-07-22,1025,Grand Theft Auto V,24,9,1
20:00:00,28469,2018-07-22,305,Hearthstone,5,10,1
20:00:00,386157,2018-07-23,18280,Fortnite,8375,1,2
20:00:00,154098,2018-07-23,1629,Counter-Strike: Global Offensive,3,2,2
20:00:00,135242,2018-07-23,2582,League of Legends,2,3,2
20:00:00,79327,2018-07-23,1122,IRL,29791,4,2
20:00:00,59784,2018-07-23,2618,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,5,2
20:00:00,55083,2018-07-23,895,Dota 2,6,6,2
20:00:00,47934,2018-07-23,1105,Grand Theft Auto V,24,7,2
20:00:00,46304,2018-07-23,1433,World of Warcraft,79,8,2
20:00:00,37159,2018-07-23,335,Hearthstone,5,9,2
20:00:00,29770,2018-07-23,1703,Overwatch,7410,10,2
20:00:00,316826,2018-07-24,18086,Fortnite,8375,1,3
20:00:00,203688,2018-07-24,1488,Counter-Strike: Global Offensive,3,2,3
20:00:00,108618,2018-07-24,1255,No Man's Sky,4331,3,3
20:00:00,106111,2018-07-24,2484,League of Legends,2,4,3
20:00:00,73688,2018-07-24,2593,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,5,3
20:00:00,65318,2018-07-24,1036,IRL,29791,6,3
20:00:00,58222,2018-07-24,1413,World of Warcraft,79,7,3
20:00:00,49509,2018-07-24,330,Hearthstone,5,8,3
20:00:00,46255,2018-07-24,843,Dota 2,6,9,3
20:00:00,43641,2018-07-24,1572,Grand Theft Auto V,24,10,3
20:00:00,274322,2018-07-25,2311,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,1,4
20:00:00,254356,2018-07-25,15506,Fortnite,8375,2,4
20:00:00,178782,2018-07-25,1417,Counter-Strike: Global Offensive,3,3,4
20:00:00,103364,2018-07-25,2446,League of Legends,2,4,4
20:00:00,81418,2018-07-25,837,Dota 2,6,5,4
20:00:00,78306,2018-07-25,1069,IRL,29791,6,4
20:00:00,71836,2018-07-25,1548,World of Warcraft,79,7,4
20:00:00,55428,2018-07-25,337,Hearthstone,5,8,4
20:00:00,52668,2018-07-25,981,No Man's Sky,4331,9,4
20:00:00,41088,2018-07-25,1176,Grand Theft Auto V,24,10,4
20:00:00,266161,2018-07-26,14483,Fortnite,8375,1,5
20:00:00,236798,2018-07-26,2271,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,2,5
20:00:00,109627,2018-07-26,2401,League of Legends,2,3,5
20:00:00,82226,2018-07-26,795,Dota 2,6,4,5
20:00:00,63383,2018-07-26,1090,IRL,29791,5,5
20:00:00,51813,2018-07-26,333,Hearthstone,5,6,5
20:00:00,49786,2018-07-26,1725,Overwatch,7410,7,5
20:00:00,47508,2018-07-26,1066,Grand Theft Auto V,24,8,5
20:00:00,44169,2018-07-26,1348,World of Warcraft,79,9,5
20:00:00,32989,2018-07-26,1441,Counter-Strike: Global Offensive,3,10,5
20:00:00,242667,2018-07-27,12839,Fortnite,8375,1,6
20:00:00,163434,2018-07-27,2248,League of Legends,2,2,6
20:00:00,99150,2018-07-27,779,Dota 2,6,3,6
20:00:00,93451,2018-07-27,1248,IRL,29791,4,6
20:00:00,63338,2018-07-27,2324,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,5,6
20:00:00,43057,2018-07-27,280,Hearthstone,5,6,6
20:00:00,41252,2018-07-27,1238,World of Warcraft,79,7,6
20:00:00,39065,2018-07-27,1694,Overwatch,7410,8,6
20:00:00,37241,2018-07-27,1449,Counter-Strike: Global Offensive,3,9,6
20:00:00,29840,2018-07-27,1020,Grand Theft Auto V,24,10,6
20:00:00,338302,2018-07-28,13624,Fortnite,8375,1,7
20:00:00,169419,2018-07-28,2359,League of Legends,2,2,7
20:00:00,154699,2018-07-28,1438,Counter-Strike: Global Offensive,3,3,7
20:00:00,134360,2018-07-28,1631,Overwatch,7410,4,7
20:00:00,95329,2018-07-28,905,Dota 2,6,5,7
20:00:00,72632,2018-07-28,1105,IRL,29791,6,7
20:00:00,60624,2018-07-28,1295,World of Warcraft,79,7,7
20:00:00,57635,2018-07-28,2667,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,8,7
20:00:00,36259,2018-07-28,282,Hearthstone,5,9,7
20:00:00,31346,2018-07-28,1106,Grand Theft Auto V,24,10,7
20:00:00,228703,2018-07-29,1484,Counter-Strike: Global Offensive,3,1,1
20:00:00,226902,2018-07-29,15171,Fortnite,8375,2,1
20:00:00,180298,2018-07-29,2448,League of Legends,2,3,1
20:00:00,120627,2018-07-29,883,Dota 2,6,4,1
20:00:00,85867,2018-07-29,1077,IRL,29791,5,1
20:00:00,80994,2018-07-29,2791,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,6,1
20:00:00,65130,2018-07-29,1452,World of Warcraft,79,7,1
20:00:00,54785,2018-07-29,286,Hearthstone,5,8,1
20:00:00,48958,2018-07-29,1822,Overwatch,7410,9,1
20:00:00,43889,2018-07-29,1172,Grand Theft Auto V,24,10,1
20:00:00,263240,2018-07-30,15982,Fortnite,8375,1,2
20:00:00,104014,2018-07-30,2685,League of Legends,2,2,2
20:00:00,91231,2018-07-30,2591,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,3,2
20:00:00,84586,2018-07-30,1328,World of Warcraft,79,4,2
20:00:00,58203,2018-07-30,854,Dota 2,6,5,2
20:00:00,55016,2018-07-30,1097,IRL,29791,6,2
20:00:00,46477,2018-07-30,1984,Overwatch,7410,7,2
20:00:00,42761,2018-07-30,1175,Grand Theft Auto V,24,8,2
20:00:00,33810,2018-07-30,346,Hearthstone,5,9,2
20:00:00,31433,2018-07-30,7,Hand Simulator,37732,10,2
20:00:00,293633,2018-07-31,15688,Fortnite,8375,1,3
20:00:00,111829,2018-07-31,2482,League of Legends,2,2,3
20:00:00,76822,2018-07-31,2453,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,3,3
20:00:00,71299,2018-07-31,1407,World of Warcraft,79,4,3
20:00:00,62786,2018-07-31,1104,IRL,29791,5,3
20:00:00,49326,2018-07-31,839,Dota 2,6,6,3
20:00:00,47488,2018-07-31,1194,Grand Theft Auto V,24,7,3
20:00:00,46636,2018-07-31,600,Sea of Thieves,24826,8,3
20:00:00,40498,2018-07-31,349,Hearthstone,5,9,3
20:00:00,40396,2018-07-31,1794,Overwatch,7410,10,3
20:00:00,330178,2018-08-01,15799,Fortnite,8375,1,4
20:00:00,136302,2018-08-01,2566,League of Legends,2,2,4
20:00:00,103292,2018-08-01,2622,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,3,4
20:00:00,71347,2018-08-01,346,Hearthstone,5,4,4
20:00:00,70470,2018-08-01,1163,IRL,29791,5,4
20:00:00,64312,2018-08-01,1612,World of Warcraft,79,6,4
20:00:00,48445,2018-08-01,913,Dota 2,6,7,4
20:00:00,44618,2018-08-01,1179,Grand Theft Auto V,24,8,4
20:00:00,40477,2018-08-01,373,FIFA 18,31815,9,4
20:00:00,40311,2018-08-01,1829,Overwatch,7410,10,4
20:00:00,194541,2018-08-02,15335,Fortnite,8375,1,5
20:00:00,110651,2018-08-02,1442,World of Warcraft,79,2,5
20:00:00,101957,2018-08-02,2652,League of Legends,2,3,5
20:00:00,74527,2018-08-02,1144,IRL,29791,4,5
20:00:00,59735,2018-08-02,255,Realm Royale,42565,5,5
20:00:00,48843,2018-08-02,1126,Grand Theft Auto V,24,6,5
20:00:00,44502,2018-08-02,868,Dota 2,6,7,5
20:00:00,41874,2018-08-02,2609,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,8,5
20:00:00,41865,2018-08-02,1566,Counter-Strike: Global Offensive,3,9,5
20:00:00,39468,2018-08-02,428,Rocket League,14,10,5
20:00:00,283296,2018-08-03,14212,Fortnite,8375,1,6
20:00:00,169013,2018-08-03,2499,League of Legends,2,2,6
20:00:00,92227,2018-08-03,1526,Call of Duty: Black Ops 4,41087,3,6
20:00:00,84411,2018-08-03,1448,World of Warcraft,79,4,6
20:00:00,51132,2018-08-03,884,Dota 2,6,5,6
20:00:00,48801,2018-08-03,45,Street Fighter V,6402,6,6
20:00:00,45743,2018-08-03,1201,IRL,29791,7,6
20:00:00,45476,2018-08-03,2437,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,8,6
20:00:00,42389,2018-08-03,1075,Grand Theft Auto V,24,9,6
20:00:00,30679,2018-08-03,91,Talk Shows & Podcasts,17,10,6
20:00:00,402740,2018-08-04,13637,Fortnite,8375,1,7
20:00:00,170276,2018-08-04,2463,League of Legends,2,2,7
20:00:00,97282,2018-08-04,1322,World of Warcraft,79,3,7
20:00:00,91502,2018-08-04,1216,IRL,29791,4,7
20:00:00,67328,2018-08-04,293,Hearthstone,5,5,7
20:00:00,59475,2018-08-04,2583,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,6,7
20:00:00,53332,2018-08-04,49,Street Fighter V,6402,7,7
20:00:00,47315,2018-08-04,1023,Dota 2,6,8,7
20:00:00,36285,2018-08-04,1030,Grand Theft Auto V,24,9,7
20:00:00,32454,2018-08-04,23,Super Smash Bros. Melee,9,10,7
20:00:00,195303,2018-08-05,15136,Fortnite,8375,1,1
20:00:00,188456,2018-08-05,2496,League of Legends,2,2,1
20:00:00,167357,2018-08-05,38,Super Smash Bros. Melee,9,3,1
20:00:00,120022,2018-08-05,877,Dota 2,6,4,1
20:00:00,113255,2018-08-05,1515,World of Warcraft,79,5,1
20:00:00,89746,2018-08-05,1066,IRL,29791,6,1
20:00:00,75401,2018-08-05,1597,Counter-Strike: Global Offensive,3,7,1
20:00:00,59432,2018-08-05,2832,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,8,1
20:00:00,49203,2018-08-05,1090,Grand Theft Auto V,24,9,1
20:00:00,38796,2018-08-05,1749,Overwatch,7410,10,1
20:00:00,275521,2018-08-06,16721,Fortnite,8375,1,2
20:00:00,137299,2018-08-06,2746,League of Legends,2,2,2
20:00:00,86707,2018-08-06,1109,IRL,29791,3,2
20:00:00,82739,2018-08-06,2583,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,4,2
20:00:00,78387,2018-08-06,1554,World of Warcraft,79,5,2
20:00:00,66597,2018-08-06,906,Dota 2,6,6,2
20:00:00,41494,2018-08-06,1172,Grand Theft Auto V,24,7,2
20:00:00,40259,2018-08-06,357,Hearthstone,5,8,2
20:00:00,37801,2018-08-06,1891,Overwatch,7410,9,2
20:00:00,27973,2018-08-06,13,Golf It!,31421,10,2
20:00:00,294990,2018-08-07,15898,Fortnite,8375,1,3
20:00:00,225256,2018-08-07,1355,Hearthstone,5,2,3
20:00:00,112374,2018-08-07,2445,League of Legends,2,3,3
20:00:00,97140,2018-08-07,1564,World of Warcraft,79,4,3
20:00:00,67481,2018-08-07,1131,IRL,29791,5,3
20:00:00,65100,2018-08-07,2439,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,6,3
20:00:00,55406,2018-08-07,211,Overcooked! 2,43758,7,3
20:00:00,48372,2018-08-07,1064,Grand Theft Auto V,24,8,3
20:00:00,46600,2018-08-07,914,Dota 2,6,9,3
20:00:00,43281,2018-08-07,1836,Overwatch,7410,10,3
20:00:00,314402,2018-08-08,16175,Fortnite,8375,1,4
20:00:00,117486,2018-08-08,2463,League of Legends,2,2,4
20:00:00,110198,2018-08-08,568,Hearthstone,5,3,4
20:00:00,101292,2018-08-08,2531,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,4,4
20:00:00,79385,2018-08-08,1173,IRL,29791,5,4
20:00:00,72429,2018-08-08,1774,World of Warcraft,79,6,4
20:00:00,56271,2018-08-08,942,Dota 2,6,7,4
20:00:00,50500,2018-08-08,1081,Grand Theft Auto V,24,8,4
20:00:00,42835,2018-08-08,1871,Overwatch,7410,9,4
20:00:00,39049,2018-08-08,119,Monster Hunter World,34285,10,4
20:00:00,174315,2018-08-09,14991,Fortnite,8375,1,5
20:00:00,87341,2018-08-09,2322,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,2,5
20:00:00,87073,2018-08-09,1553,World of Warcraft,79,3,5
20:00:00,85896,2018-08-09,2394,League of Legends,2,4,5
20:00:00,71925,2018-08-09,493,Hearthstone,5,5,5
20:00:00,71888,2018-08-09,4771,Monster Hunter World,34285,6,5
20:00:00,57664,2018-08-09,1075,IRL,29791,7,5
20:00:00,49534,2018-08-09,2175,Overwatch,7410,8,5
20:00:00,46478,2018-08-09,1015,Grand Theft Auto V,24,9,5
20:00:00,39851,2018-08-09,870,Dota 2,6,10,5
20:00:00,218915,2018-08-10,14132,Fortnite,8375,1,6
20:00:00,194181,2018-08-10,2394,League of Legends,2,2,6
20:00:00,162630,2018-08-10,3053,Call of Duty: Black Ops 4,41087,3,6
20:00:00,106060,2018-08-10,1201,IRL,29791,4,6
20:00:00,80113,2018-08-10,421,Hearthstone,5,5,6
20:00:00,51455,2018-08-10,1521,World of Warcraft,79,6,6
20:00:00,41483,2018-08-10,1027,Grand Theft Auto V,24,7,6
20:00:00,40695,2018-08-10,2324,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,8,6
20:00:00,36665,2018-08-10,194,Heroes of the Storm,18,9,6
20:00:00,34202,2018-08-10,2760,Monster Hunter World,34285,10,6
20:00:00,347603,2018-08-11,14639,Fortnite,8375,1,7
20:00:00,140627,2018-08-11,2382,League of Legends,2,2,7
20:00:00,93025,2018-08-11,1497,World of Warcraft,79,3,7
20:00:00,84605,2018-08-11,2458,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,4,7
20:00:00,81055,2018-08-11,1182,IRL,29791,5,7
20:00:00,59488,2018-08-11,410,Hearthstone,5,6,7
20:00:00,45096,2018-08-11,3623,Call of Duty: Black Ops 4,41087,7,7
20:00:00,43264,2018-08-11,943,Dota 2,6,8,7
20:00:00,42347,2018-08-11,197,Heroes of the Storm,18,9,7
20:00:00,40801,2018-08-11,1001,Grand Theft Auto V,24,10,7
20:00:00,184384,2018-08-12,16011,Fortnite,8375,1,1
20:00:00,163207,2018-08-12,2404,League of Legends,2,2,1
20:00:00,89637,2018-08-12,1076,IRL,29791,3,1
20:00:00,88755,2018-08-12,420,Hearthstone,5,4,1
20:00:00,80344,2018-08-12,1700,World of Warcraft,79,5,1
20:00:00,70860,2018-08-12,2502,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,6,1
20:00:00,60680,2018-08-12,984,Grand Theft Auto V,24,7,1
20:00:00,52962,2018-08-12,886,Dota 2,6,8,1
20:00:00,44867,2018-08-12,219,Heroes of the Storm,18,9,1
20:00:00,37324,2018-08-12,2103,Monster Hunter World,34285,10,1
20:00:00,269636,2018-08-13,16198,Fortnite,8375,1,2
20:00:00,210698,2018-08-13,2478,World of Warcraft,79,2,2
20:00:00,108954,2018-08-13,2520,League of Legends,2,3,2
20:00:00,64227,2018-08-13,1152,IRL,29791,4,2
20:00:00,60661,2018-08-13,891,Dota 2,6,5,2
20:00:00,59250,2018-08-13,2411,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,6,2
20:00:00,59207,2018-08-13,424,Hearthstone,5,7,2
20:00:00,43225,2018-08-13,1037,Grand Theft Auto V,24,8,2
20:00:00,37626,2018-08-13,1848,Monster Hunter World,34285,9,2
20:00:00,35939,2018-08-13,214,We Happy Few,2737,10,2
20:00:00,272264,2018-08-14,6321,World of Warcraft,79,1,3
20:00:00,182371,2018-08-14,15418,Fortnite,8375,2,3
20:00:00,84643,2018-08-14,2361,League of Legends,2,3,3
20:00:00,70767,2018-08-14,2276,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,4,3
20:00:00,63374,2018-08-14,879,Dota 2,6,5,3
20:00:00,57018,2018-08-14,1081,IRL,29791,6,3
20:00:00,52457,2018-08-14,410,Hearthstone,5,7,3
20:00:00,43455,2018-08-14,1022,Grand Theft Auto V,24,8,3
20:00:00,35816,2018-08-14,1691,Overwatch,7410,9,3
20:00:00,24550,2018-08-14,1568,Counter-Strike: Global Offensive,3,10,3
20:00:00,487989,2018-08-15,713,Dota 2,6,1,4
20:00:00,272969,2018-08-15,15261,Fortnite,8375,2,4
20:00:00,203354,2018-08-15,4778,World of Warcraft,79,3,4
20:00:00,107566,2018-08-15,2468,League of Legends,2,4,4
20:00:00,77142,2018-08-15,1063,IRL,29791,5,4
20:00:00,60584,2018-08-15,2114,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,6,4
20:00:00,53584,2018-08-15,139,Call of Duty: WWII,33084,7,4
20:00:00,45302,2018-08-15,342,Hearthstone,5,8,4
20:00:00,42490,2018-08-15,1007,Grand Theft Auto V,24,9,4
20:00:00,36059,2018-08-15,1566,Overwatch,7410,10,4
20:00:00,446274,2018-08-16,732,Dota 2,6,1,5
20:00:00,184851,2018-08-16,14564,Fortnite,8375,2,5
20:00:00,147579,2018-08-16,3901,World of Warcraft,79,3,5
20:00:00,109858,2018-08-16,1060,IRL,29791,4,5
20:00:00,92127,2018-08-16,2490,League of Legends,2,5,5
20:00:00,80629,2018-08-16,2185,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,6,5
20:00:00,60953,2018-08-16,365,Hearthstone,5,7,5
20:00:00,55728,2018-08-16,123,Call of Duty: WWII,33084,8,5
20:00:00,47831,2018-08-16,239,Graveyard Keeper,37311,9,5
20:00:00,44400,2018-08-16,1015,Grand Theft Auto V,24,10,5
20:00:00,403599,2018-08-17,664,Dota 2,6,1,6
20:00:00,266082,2018-08-17,14479,Fortnite,8375,2,6
20:00:00,151767,2018-08-17,2420,League of Legends,2,3,6
20:00:00,125383,2018-08-17,1521,Tom Clancy's Rainbow Six: Siege,8417,4,6
20:00:00,111326,2018-08-17,3500,World of Warcraft,79,5,6
20:00:00,101223,2018-08-17,1194,IRL,29791,6,6
20:00:00,62549,2018-08-17,2269,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,7,6
20:00:00,47035,2018-08-17,133,Call of Duty: WWII,33084,8,6
20:00:00,44895,2018-08-17,358,Hearthstone,5,9,6
20:00:00,43947,2018-08-17,220,Graveyard Keeper,37311,10,6
20:00:00,426762,2018-08-18,758,Dota 2,6,1,7
20:00:00,295830,2018-08-18,16647,Fortnite,8375,2,7
20:00:00,150967,2018-08-18,3308,World of Warcraft,79,3,7
20:00:00,149301,2018-08-18,2491,League of Legends,2,4,7
20:00:00,69812,2018-08-18,1170,IRL,29791,5,7
20:00:00,49624,2018-08-18,144,Call of Duty: WWII,33084,6,7
20:00:00,43580,2018-08-18,356,Hearthstone,5,7,7
20:00:00,42829,2018-08-18,1062,Grand Theft Auto V,24,8,7
20:00:00,42634,2018-08-18,2450,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,9,7
20:00:00,38198,2018-08-18,1704,Overwatch,7410,10,7
20:00:00,270774,2018-08-19,17310,Fortnite,8375,1,1
20:00:00,203217,2018-08-19,2592,League of Legends,2,2,1
20:00:00,128827,2018-08-19,3295,World of Warcraft,79,3,1
20:00:00,111653,2018-08-19,147,Call of Duty: WWII,33084,4,1
20:00:00,73273,2018-08-19,1145,IRL,29791,5,1
20:00:00,66921,2018-08-19,2500,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,6,1
20:00:00,50837,2018-08-19,317,Hearthstone,5,7,1
20:00:00,49529,2018-08-19,818,Dota 2,6,8,1
20:00:00,48684,2018-08-19,1074,Grand Theft Auto V,24,9,1
20:00:00,42007,2018-08-19,1644,Counter-Strike: Global Offensive,3,10,1
20:00:00,574130,2018-08-20,627,Dota 2,6,1,2
20:00:00,250690,2018-08-20,14742,Fortnite,8375,2,2
20:00:00,112088,2018-08-20,3014,World of Warcraft,79,3,2
20:00:00,109608,2018-08-20,2561,League of Legends,2,4,2
20:00:00,65046,2018-08-20,1058,IRL,29791,5,2
20:00:00,59965,2018-08-20,2184,PLAYERUNKNOWN'S BATTLEGROUNDS,26989,6,2
20:00:00,44249,2018-08-20,950,Grand Theft Auto V,24,7,2
20:00:00,42461,2018-08-20,346,Hearthstone,5,8,2
20:00:00,35344,2018-08-20,93,Talk Shows & Podcasts,17,9,2
20:00:00,32509,2018-08-20,221,Graveyard Keeper,37311,10,2
20:00:00,526271,2018-08-21,655,Dota 2,6,1,3
20:00:00,253203,2018-08-21,14543,Fortnite,8375,2,3
20:00:00,158514,2018-08-21,2965,World of Warcraft,79,3,3
20:00:00,107520,2018-08-21,2476,League of Legends,2,4,3
20:00:00,84716,2018-08-21,720,Hearthstone,5,5,3
